Wing_Span,Length,Height,Multi_Engine,TP_mods,Engine_Type,AUW,MEW,FW,Vmax,Vcruise,Vstall,Range,Hmax,Hmax_(One),ROC,ROC_(One),Vlo,Slo,Vl,Sl
35.666666666666664,24.33333333333333,10.75,1,0,0,3750.0,2400.0,221.1,114.0,74.0,54.0,117.0,10250.0,10250.0,600.0,600.0,1275.0,800.0,1000.0,590.0
38.0,24.916666666666668,9.333333333333334,1,0,0,2400.0,1575.0,268.0,149.0,143.0,39.0,543.0,20000.0,20000.0,800.0,800.0,1275.0,650.0,900.0,475.0
41.75,36.083333333333336,11.5,0,1,0,7450.0,4476.0,1172.5,245.0,235.0,76.0,845.0,31000.0,13000.0,1850.0,305.0,1754.0,1204.0,1752.0,1102.0
43.91666666666666,43.5,14.333333333333334,0,0,2,11500.0,6454.0,3780.0,399.33448117042286,348.0,85.0,1308.0,41000.0,18300.0,2900.0,800.0,2660.0,2133.4849170347547,2300.0,874.0201139792864
49.0,47.66666666666666,14.0,0,0,2,12375.0,7715.0,3930.0,480.24,352.0,86.96957747549038,1550.0,45000.0,21500.0,3606.45340697925,861.6215750987764,4536.918902713305,3420.0,3271.7053032827725,2619.0
44.66666666666666,34.5,13.0,0,0,0,7200.0,5070.0,1594.6,242.0,220.0,75.0,1190.0,26500.0,14300.0,1220.0,255.0,3035.0,2190.0,2305.0,1395.0
45.083333333333336,27.196323749663627,8.579852468041597,1,0,0,7300.0,3350.0,844.2,190.0,182.0,55.0,646.6733598054151,22887.469956411773,22887.469956411773,2500.0,2500.0,2055.838563449337,1300.0,1942.2850073509585,1066.3812311025442
50.25,35.5,14.25,0,0,1,10100.0,5765.0,2572.8,247.0,240.0,75.0,1120.0,30000.0,15591.0,2137.0,626.0,2261.0,1629.0,1672.0,737.0
32.75,25.75,8.25,1,0,0,2450.0,1494.0,381.9,128.0,116.0,51.0,565.0,12600.0,12600.0,792.0,792.0,1955.0,1130.0,1484.0,703.0
70.5,64.58333333333333,21.08333333333333,0,0,2,37567.0,23038.0,13051.0,466.0,451.6597463601862,84.66411643565407,3340.0,45000.0,27513.0,2643.0,743.0,5063.922742656403,4222.0,3142.3452382578253,2086.0
36.16666666666666,28.166666666666668,8.166666666666666,1,0,0,3600.0,2003.0,683.4,178.0,165.0,58.0,627.0,20000.0,20000.0,1075.0,1075.0,1590.0,1110.0,1725.0,732.0
37.833333333333336,29.83333333333333,9.166666666666666,0,0,0,6100.0,3985.0,1112.2,256.0,214.0,79.0,1130.0,25000.0,14400.0,1529.0,204.0,2376.0,1480.0,2498.0,1471.0
36.75,28.166666666666668,9.416666666666666,1,0,0,3800.0,2306.0,603.0,204.0,197.0,57.0,732.0,28500.0,28500.0,1030.0,1030.0,1900.0,1150.0,1500.0,765.0
42.91666666666666,45.333333333333336,14.5,0,0,2,18300.0,10800.0,5910.0,459.0,426.0,92.0,1800.0,45000.0,23000.0,4200.0,1050.0,4300.0,2819.692556710739,3300.0,1885.224805071197
50.333333333333336,35.5,14.25,0,0,0,8200.0,4995.0,1433.8,208.0,186.0,70.0,755.0,30000.0,14900.0,1375.0,230.0,1675.0,1269.0,2107.0,1244.0
94.25,118.91666666666669,33.75,0,0,2,120152.0,70841.0,48217.0,546.9399999999999,452.0,107.89664305394555,4592.0,41000.0,16648.502977291228,2464.0,720.0,6661.152244099178,6076.0,2647.6772103069634,3402.0
54.583333333333336,55.583333333333336,18.33333333333333,0,0,2,24650.0,14302.546676912963,9365.0,430.0,326.7795839925641,90.0963453507768,2700.0,45000.0,26114.695594176326,5515.279136304961,1416.6110642470603,5400.0,4260.0,2675.0,1868.740853731242
32.0,25.25,9.916666666666666,1,0,0,2337.0,1411.0,281.40000000000003,127.41114493390938,106.0,50.0,667.9404853666564,11000.0,11000.0,738.0,738.0,1706.0,875.4129678524641,1378.0,1015.6817927562608
49.0,35.083333333333336,14.416666666666666,0,0,0,7500.0,5230.0,1494.1,235.0,204.0,67.0,1217.0,26000.0,11500.0,1440.0,300.0,1565.0,1175.0,1450.0,1015.0
35.583333333333336,47.5,12.25,0,0,2,15000.0,7233.0,7464.0,464.0,441.0,104.0,1525.0,45000.0,24500.0,6050.0,1750.0,5186.0,3622.764996702192,3090.0,1614.712177092652
42.66666666666666,34.666666666666664,12.75,0,0,1,8700.0,5110.0,2452.2000000000003,261.0,247.0,71.0,861.0,28200.0,13750.0,1750.0,440.0,2444.0,1429.0,2263.0,1589.0
30.0,24.0,6.916666666666667,1,0,0,1675.0,1103.0,194.3,106.0,97.0,47.0,370.0,12900.0,12900.0,720.0,720.0,1280.0,780.0,1313.0,670.0
52.16666666666666,47.16666666666666,15.0,0,0,2,14100.0,7706.0,5008.0,469.004635296492,385.0,79.0009633298811,2407.8677483892143,46346.58866449723,25200.0,3050.0,930.0,3450.0,2477.744384063876,2414.0,2475.6708021843365
64.33333333333333,68.41666666666667,20.666666666666668,0,0,2,43250.0,20485.0,16665.0,472.9050358520732,442.0,103.0,3559.1551978224184,41000.0,27000.0,4443.0,1314.0,5400.0,4319.009938087772,3300.0,2705.8215143859784
35.666666666666664,25.166666666666668,9.0,1,0,0,3600.0,2500.0,710.2,235.0,181.0,57.0,1300.0,25000.0,25000.0,1510.301027040667,1510.301027040667,1250.0,700.0,2350.0,1150.0
